Amharic,Oromo,domain
ገዳዩ በመካከላችን አለ።,ajjeesaan nu keessa jira.,General
ንጉሱም ልብሱን አወለቀ።,mootichi uffata isaa hiikee.,General
ብርሃኑ አይሰራም።,ifni hin hojjetu.,Business/Economy
ብርሃኑ አረንጓዴ ሆነ።,ifni sun magariisa ta'e.,Business/Economy
ብርሃኑ ብልጭ ድርግም የሚል ነበር።,ifni sun ni jaamsaa ture.,Business/Economy
መብራቶቹ ጠፍተዋል።,ifa hunduu cufameera.,General
አበቦች ጣፋጭ ሽታ.,liiloonni sun mi'aawaa urgaa'u.,General
መስመሩ እንደገና ስራ በዝቶበታል።,sararri ammas hojiin itti baay'ateera.,Religion
ሰውየው በካንሰር ህይወቱ አለፈ።,namichi dhukkuba kaansariin du'e.,Health/Medical
ሰውየው እብድ መሆን አለበት.,namichi maraatuu ta'uu qaba.,General
ሰውዬው ቦርሳዋን ዘረፈ።,namichis boorsaa ishee saame.,General
ማርሹ ከጉልበት በታች ነው።,margaan kun hanga jilbaatti gad fageenya qaba.,Agriculture
ጉዳዩ እልባት አገኘ።,dubbiin xumurame.,General
ስብሰባው አላለቀም።,walgahiin hin xumuramne.,Government
ስብሰባው ተዘግቱዋል።,walgahichi cufameera.,Government
ማይክሮፎኑ ሞቱዋል።,maaykiroofooniin du'eera.,General
መካከለኛው የኔ ነው።,inni gidduu jiru kan kooti.,General
ተልዕኮው ቀላል ነበር።,ergamni sun salphaa ture.,General
ፊልሙ በጣም ረጅም ነበር።,fiilmiin sun baayyee dheeraa ture.,General
ብሔር እያደገ ነበር።,sabni guddachaa ture.,General
ድርድሩ ጠፍቱዋል።,mariin cufamee jira.,General
ዜናው እውነት ሊሆን አይችልም።,oduun dhugaa ta'uu hin danda'u.,Religion
ዜናው አስደሰተኝ።,oduun sun na gammachiise.,General
ጩኸቱ መስማትን ያዳክማል።,sagaleen gurra namaa cufa.,General
የድሮው መጽሀፍ ሻጋታ ነበር።,kitaabni durii sun boca qaba ture.,General
ምድጃው አሁንም ሞቃት ነው.,foonni ammallee ho'aa jira.,General
ህመሙ ሊቁዋቁዋመው የማይችል ነው.,dhukkubbiin isaa kan hin danda’amnedha.,General
ህመሙ በጣም ከባድ ነበር.,dhukkubbiin sun nama dhiphisa ture.,General
ሰአሊው በወጣትነቱ ሞተ።,fakkii kaasuun dargaggeessa ta'ee du'e.,General
ብዕሩ በጠረጴዛው ላይ ነው.,qalamanis deeskii irra jira.,General
ፒያኖ ውድ ነው።,piyaanoo qaala'aa dha.,General
ፒሳው በመንገድ ላይ ነው።,piizaan karaa irra jira.,General
እቅዱ የተሳካ ነበር።,karoorri sun milkaa'ina argateera.,General
ተክሎች እያደጉ ናቸው.,biqiltoonni guddachaa jiru.,Agriculture
ፖሊስ ከሰሰው።,poolisiin isa himate.,Government
ዋጋው ታክስን ያካትታል.,gatiin isaas gibira dabalata.,Government
ችግሩ ውስብስብ ነው።,rakkoon jiru walxaxaa dha.,General
ትንቢቱ እውን ሆነ።,raajiin sun dhugoome.,General
ሬዲዮው አይሰራም።,raadiyoon hin hojjetu.,General
ዝናቡ መዝነብ ጀመረ።,roobni roobuu jalqabe.,General
ዝናቡ አልቀዘቀዘም።,roobni gadi hin dhiisne.,General
ዝናቡ እየፈሰሰ ነው።,roobni gadi dhiisaa jira.,General
ዝናቡ ለአንድ ሳምንት ቆየ።,roobni kun torban tokko tureera.,General
እውነተኛ ጀግኖች እኛ ነን።,gootonni dhugaa nu.,General
አቀባበሉ ሞቅ ያለ ነበር።,simannaa ho'aa ture.,General
ምግብ ቤቱ ሞልቱዋል።,manni nyaataa guutee jira.,General
ተቃራኒው እውነት ይመስላል።,faallaan isaa dhugaa fakkaata.,Religion
ሩዝ አሁንም ሞቃት ነው.,ruuziin ammallee ho'aa jira.,Agriculture
የወንዙ አልጋ አሸዋማ ነው።,lagaa cirracha qaba.,Health/Medical
ወንዙ ውብ ነው።,lagni kun bareedaadha.,General
ወንዙ እዚህ ጥልቅ ነው.,lagni asitti gadi fagoodha.,General
ድንጋዮቹ ተንሸራታች ናቸው።,dhagaan ni lilmoodha.,General
ክፍሉ እየሞቀ ነው.,kutaan sun ho'aa jira.,General
ክፍሎቹ ባዶ ናቸው።,kutaawwan sun nama hin qabne.,General
ጽጌረዳዎቹ በማበብ ላይ ናቸው.,rooziin daraaraa jira.,General
ወሬው መሰረተ ቢስ ነበር።,oduun kun bu'uura hin qabu ture.,General
ሲሪኖች ዋይ ዋይ ይላሉ።,saayireniin boo'aa jiru.,General
ሁኔታው ከባድ ነው።,haalli jiru hammaataadha.,General
ሁኔታው ተባብሱዋል።,haalli hammaate.,General
ሰማዩ ደመቀ።,samiin ibsee jira.,General
ሰማዩ ጸድቱዋል.,samiin qulqullaa'eera.,General
በረዶው ጉልበት ጥልቅ ነበር።,qorroon sun jilba gad fagoo ture.,Business/Economy
"በቶሎ, የተሻለ ይሆናል.",dafee yoo ta'e gaariidha.,General
ሃውልቱ ጭንቅላት የለውም።,siidaan kun mataa hin qabu.,Business/Economy
ሃውልቱ ተጎድቱዋል።,siidaan kun miidhameera.,Business/Economy
ስቴክ በደንብ ተሰርቱዋል.,isteekiin akka gaariitti hojjetameera.,Agriculture
ታሪኩ በደስታ ያበቃል።,seenaan gammachuudhaan xumurama.,General
መንገዶቹ ጸጥ አሉ።,daandiiwwan callisanii turan.,General
ተማሪዎቹ አጨበጨቡ።,barattoonni harka rukutaniiru.,Education
ተማሪዎቹ ተሰላችተዋል።,barattoonni nuffisiisaa jiru.,Education
ተማሪዎቹ ተኮሱ።,barattoonni ni qoosan.,Education
አለባበሱ ብጁ-የተሰራ ነው።,suutiin kun akka barbaadametti kan hojjetamedha.,General
ሻይ እየፈላ ነው።,shaayiin ho'aa boba'aa jira.,Agriculture
ሶስቱ ሴቶች ፈገግ አሉ።,dubartoonni sadan kolfaa.,General
መጸዳጃ ቤቱ ከላይ ነው.,manni fincaanii olka'aa dha.,General
ባቡሩ በሰአቱ መጣ።,baaburri yeroon dhufe.,General
ባቡሩ ተገለበጠ።,baaburri sun garagale.,General
ባቡሩ ፍጥነት አተረፈ።,baaburri saffisa dabale.,General
ባቡሩ በሰአቱ ወጣ።,baaburri yeroon ka'e.,General
ባቡሩ በ 6 ነበር.,baaburri kun sa'aatii 6tti deebi'uu qaba ture.,General
የአበባ ማስቀመጫው ተሰበረ።,vaaziin sun caccabee ture.,General
ውሃው በረዶ ቀዝቃዛ ነበር.,bishaan sun akka cabbii qabbanaa'aa ture.,General
ውሃው ዛሬ ቀዝቅዟል።,bishaan har'a qorra.,General
አየሩ መጥፎ ሆኖ ቀረ።,haalli qilleensaa hamaa ta'ee hafe.,General
አየሩ መጥፎ ሆነ።,haalli qilleensaa gara hamaatti jijjiirame.,General
ንፋሱ ወድቆ ነበር።,qilleensi sun gadi bu'ee du'ee ture.,General
ንፋሱ ወድቁዋል።,qilleensi gadi du'eera.,General
ንፋሱ ዛሬ ቀዝቃዛ ነው።,qilleensi har'a qorra.,General
ወይኑ በጣም ጥሩ ነበር።,wayiniin sun baayʼee gaarii ture.,General
ሴትዮዋ አይናችንን ተመለከተን።,dubartiin sun ijaan nutti ilaalte.,General
አለም አደገኛ ነው።,addunyaan balaa qabdi.,General
በጣም የከፋው ተከስቱዋል.,wanti hamaan ta'eera.,General
የእነሱ ኪሳራ የእኛ ጥቅም ነው።,kasaaraan isaanii bu'aa keenya.,Business/Economy
ስማቸው አምልጦኛል።,maqaan isaanii na jalaa miliqe.,General
ደንበኞች የሉም።,maamiltoonni hin jiran.,Agriculture
ምንም ክፍተቶች የሉም.,qaawwi hin jiru.,General
መጸዳጃ ቤቶች የሉም።,manni fincaanii hin jiru.,General
ተመሳሳይነቶች አሉ.,walfakkeenyi ni jira.,General
የአለባበስ ኮድ የለም.,uffanni uffannaa hin jiru.,General
ዛሬ ምንም ነፋስ የለም.,har'a qilleensi hin jiru.,General
ብዙ ተስፋ የለም።,abdiin guddaan hin jiru.,General
ዕድል ሊኖር ይገባል.,carraan jiraachuu qaba.,General
ፍንዳታ ተፈጠረ።,dhohinsi uumame.,General
ድንገተኛ አደጋ አልነበረም።,balaan muddamaa hin turre.,General
ምንም ፍንዳታ አልነበረም.,dhohinsi hin turre.,General
ስለ ማንም አልነበረም.,namni waa'ee.,General
እዚያ ማንም አልነበረም።,namni achitti hin turre.,General
ሌሎች ብዙ ነበሩ።,kanneen biroo hedduunis turan.,General
ምንም ስህተቶች አልነበሩም.,dogoggorri hin turre.,General
ምንም ችግሮች አልነበሩም.,rakkoon tokkollee hin turre.,General
ምንም ዋስትናዎች የሉም።,wabii hin jiru.,Business/Economy
ብዙ ጭስ አለ።,aarri baay'eetu jira.,General
ለእኛ የሚሆን ቦታ አለ።,bakki nuuf ta'u jira.,General
ማዕበል እየመጣ ነው።,obomboleettiin dhufaa jira.,General
ማድረግ የሚቻልበት መንገድ አለ።,karaan itti hojjetan jira.,General
ሌላ አማራጭ አለ።,filannoon biraa jira.,General
ሌላም ምክንያት አለ።,sababni biraas jira.,Agriculture
ዛሬ ክፍል የለም።,har'a daree hin jiru.,Education
መዋሸት አያስፈልግም።,sobuun hin barbaachisu.,General
የፍጥነት ገደብ የለም።,saffisni daangaa hin jiru.,General
ለማወቅ ምንም መንገድ የለም።,karaan itti beektu hin jiru.,General
የሚነገርበት መንገድ የለም።,karaan itti himamu hin jiru.,General
ብዙ ጊዜ አለ።,yeroon baay'eedha.,General
እነዚህ ሁሉ የእኔ ናቸው።,kun hundi kan kooti.,General
እነዚህ Marshmallows ናቸው.,isaan kun marshmallows dha.,General
እነዚህ ሴት ልጆቼ ናቸው።,isaan kun ijoollee durbaa kooti.,General
እነዚህ የእኔ ሻንጣዎች ናቸው.,kunniin boorsaa kooti.,General
እነዚህ የሰጎን እንቁላሎች ናቸው.,isaan kun hanqaaquu oostirii ti.,General
እነዚህ ደደብ ደንቦች ናቸው.,kun seera gowwummaati.,Agriculture
እነዚህ ልብሶች ለእርስዎ ተስማሚ ናቸው.,uffanni kun siif mijata.,General
እነዚህ ክሬኖች የእኔ ናቸው።,qalamawwan kun kan kooti.,General
እነዚህ ብርጭቆዎች የእኔ ናቸው.,koochoowwan kun kan kooti.,Business/Economy
እነዚህ ዕንቁዎች እውነተኛ ይመስላሉ.,luulli kun dhugaa fakkaatu.,General
እነዚህ መቀሶች አዲስ ናቸው።,micireewwan kun haaraa dha.,General
እርስ በርስ ይደነቃሉ።,wal dinqisiifatu.,General
በዋጋ ተስማሙ።,gatii tokko irratti walii galan.,Business/Economy
ሁሉም ተመሳሳይ ይመስላሉ።,hundi isaanii wal fakkaatu.,General
ሁሉም ስህተት ሰርተዋል።,hundi isaanii dogongora raawwatan.,General
ሁሉም በጣም ስራ በዝቶባቸዋል።,hundi isaanii baay'ee hojiin itti baay'atu.,General
በጣም ጥሩ ጓደኞች ናቸው.,michoota guddaadha.,General
እየተጨዋወቱ ነው።,chat gochaa jiru.,General
በኛ ይቀናሉ።,isaan nutti hinaafu.,General
የክፍል ጓደኞቼ ናቸው።,isaan hiriyyoota koo kutaa kooti.,Education
በጣም ደስተኞች ናቸው።,baay'ee gammadu.,General
እርዳታ ጠየቁኝ።,gargaarsa koo na gaafatan.,General
በጸሀይ ተቃጠሉ።,isaanis aduu keessa basked.,General
ሊረዱኝ ይችላሉ።,isaan na hubachuu danda'u.,General
ሁሉም ሊሞሉ አይችሉም።,hundi isaanii guutuu ta'uu hin danda'an.,General
ለዛ መረጡኝ።,kanaaf na filatan.,General
መስማት ብቻ ይችሉ ነበር።,dhaggeeffachuu qofa danda'an.,General
ዛፉን ቆርጠዋል.,muka sana ni muran.,General
አንዳንድ ጊዜ ያደርጉታል.,yeroo tokko tokko akkas godhu.,General
አይናቁሽም።,isaan si hin tuffatan.,General
ሼድ የላቸውም።,sheedii hin qaban.,General
የምር ግድ የላቸውም።,dhuguma dhimma itti hin ba'an.,General
ምንም አያወሩም።,tasumaa hin dubbatan.,General
ሁለቱንም ጊዜ አልተሳካላቸውም።,yeroo lamaan kufaniiru.,General
እዚህ ተከተሉህ።,asitti si hordofan.,General
ምንም አማራጭ አልሰጡኝም።,filannoo tokkollee naaf hin kennine.,General
ወደ ጀልባው ገቡ።,isaanis bidiruu sana keessa seenan.,General
የተረፈ ገንዘብ አልነበራቸውም።,maallaqni isaan hafe hin qaban turan.,Business/Economy
ተጨማሪ አልጋ አላቸው።,siree dabalataa qabu.,Health/Medical
በቂ ገንዘብ አላቸው።,maallaqa gahaa qabu.,Business/Economy
አሁን ደርሰዋል።,reefu dhufaniiru.,General
ብዙ ጓደኞች አሉዋቸው።,hiriyyoota hedduu qabu.,General
ከዚህ በላይ የወይን ጠጅ የላቸውም።,kana booda wayinii hin qaban.,General
ምንም የቀረላቸው ነገር የለም።,waan isaan hafe hin jiru.,General
በጓዳው ውስጥ ተደብቀዋል።,isaanis mana kuusaa keessa dhokatan.,General
ተሳሳሙ።,wal dhungatan.,General
ሮኬት አስወነጨፉ።,rookeeti furguggisan.,General
በሞት ጥለውት ሄዱ።,du'e jedhanii isa dhiisan.,Religion
እንዲያገባት ፈቀዱለት።,isaanis akka isa heerumtu hayyaman.,General
የሚኖሩት በማህበረሰብ ውስጥ ነው።,koomini tokko keessa jiraatu.,General
መኖሪያ ቤት ውስጥ ይኖራሉ።,mana mootummaa keessa jiraatu.,Education
የሚኖሩት በዚህ ከተማ ውስጥ ነው።,magaalaa kana keessa jiraatu.,General
በየቦታው ተመለከቱ።,bakka hunda ilaalan.,General
በጣም የተደሰቱ ይመስላሉ።,baayyee gammadanii mul'atan.,General
ቶምን አቅርበው ነበር።,isaanis toomiif dhiyeessii isaaniif dhiyeessan.,General
ወደዚህ እንድመጣ አድርገውኛል።,as akkan dhufu na godhan.,General
ውሳኔ ሰጡ።,murtee kanas isaan murteessan.,Government
ጥሩ ቡድን ይፈጥራሉ።,garee guddaa taasisu.,General
በቅርቡ ገብተዋል።,dhiheenya kana gara manaatti ce'aniiru.,General
አሜሪካውያን መሆን አለባቸው።,isaan ameerikaa ta'uu qabu.,General
ሀሳባችንን ውድቅ አድርገውታል።,yaada keenya ni didan.,General
ፍቅር እውር ነው ይላሉ።,jaalalli jaamaa jedhu.,Religion
የሚያምኑህ ይመስላሉ።,isaan si amanan fakkaatu.,General
በሕይወት እያሉ ቆዳቸውን ገፈፉት።,lubbuun jiranii gogaa isa balleessan.,Religion
ሁል ጊዜ ይነጋገራሉ.,yeroo hunda haasa'u.,General
መርከቡዋን አወረዱ።,isaanis doonii sana buusan.,General
ይቅርታ ፈልገው ነበር።,dhiifama gaafachuu barbaadan.,Religion
ጥበቃ ይፈልጉ ነበር።,eegumsa barbaadan.,Government
ወደ ባህር ዳር ሄዱ።,gara qarqara galaanaa deeman.,General
ሁሉም አስተማሪዎች ነበሩ።,hundi isaanii barsiisota turan.,Education
በአብዛኛው ሴቶች ነበሩ።,irra caalaan isaanii dubartoota turan.,General
በእውነት ሰክረው ነበር።,dhuguma machaa'anii turan.,Religion
እነሱ በጣም የተለያዩ ነበሩ.,isaan baayʼee adda turan.,General
በጣም ተደስተው ነበር።,baay'ee gammadan.,General
በጣም ደስ ይላቸዋል.,baayʼee ni gammadu.,General
አያምኑህም::,isaan si hin amanan.,General
አይለፉኝም።,na bira hin darban.,General
ቶም እንዲወጣ አይፈቅዱም።,toom akka hin baane hin gadhiisan.,General
በጣም ይፈራሉ።,baayyee ni sodaatu.,General
ሊወጡ ነው።,isaan deemuuf jedhu.,General
ሁሉም በእኔ ላይ ናቸው።,hundi isaanii na mormaa jiru.,General
ሁለቱም ቆንጆዎች ናቸው።,lamaanuu bareedduudha.,General
በትክክል እያደረጉት ነው።,sirritti hojjechaa jiru.,General
ሙቅ ገንዳ ውስጥ ናቸው።,isaanis kubbaayyaa ho'aa keessa jiru.,General
ሀብታም ልጆች ብቻ ናቸው።,isaan ijoollee dureeyyii qofa.,General
እንደተለመደው አርፍደዋል።,isaanis akkuma barame yeroon booda jiru.,General
ጓደኞቼ አይደሉም።,isaan hiriyyoota koo miti.,General
ምላሽ እየሰጡ አይደለም።,deebii kennaa hin jiran.,General
እርስዎን ለማግኘት ወጥተዋል።,isaan si argachuuf ba'aniiru.,General
እያዩህ ነው።,isaan ijaan si ilaalaa jiru.,General
አሁንም ደህና አይደሉም።,ammallee nageenya hin qaban.,General
አሁንም አብረው ናቸው።,ammallee waliin jiru.,General
እየጠበቁን ነው።,isaan nu eegaa jiru.,General
ሁሉም አብደዋል።,hundi isaanii maraataniiru.,General
ሁሉም ተንቀሳቅሰዋል።,hundi isaanii irraa fagaataniiru.,General
ከዚህ በፊት አድርገውታል።,kana duras godhaniiru.,General
ነገሮች ውስብስብ ናቸው።,wantoonni walxaxaa dha.,General
ነገሮች ከቁጥጥር ውጪ ሆነዋል።,dubbiin harkaa ba'e.,Agriculture
ዛሬ ማታ አስብበት።,mee halkan kana itti yaadi.,General
ከመናገርህ በፊት አስብ.,dubbachuu kee dura yaadi.,General
ማሰብ ዋጋ የለውም።,yaaduun homaa hin baasu.,Business/Economy
ይህ ሲዲ የሱዋ ነው።,cdn kun kan isheeti.,General
ይህ ሲዲ የእሱ ነው።,cdn kun kan isaati.,General
ይህ አፕል ጎምዛዛ ጣዕም አለው.,abaaboo kun dhandhamaadha.,General
ይህ ጀልባ ለባሕር ተስማሚ ነው.,bidiruun kun galaanarra deemuuf kan mijatudha.,General
ይህ መጽሀፍ በጣም ጥሩ ነው።,kitaabni kun baayyee gaarii dha.,General
ይህ ሳህን በጣም ትንሽ ነው.,saanii kun baayyee xiqqaadha.,General
ይህ ታንኳ አስተማማኝ አይደለም.,dooniin kun nageenya hin qabu.,General
ይህ መኪና መታጠብ ያስፈልገዋል.,konkolaataan kun dhiqachuu barbaada.,General
ይህ ምንጣፍ ጥሩ ስሜት አለው.,kaarpettiin kun miira namatti tola.,General
ይህ ጉዳይ አስፈላጊ ነው.,dhimmi kun barbaachisaa dha.,General
ይህ ሰአት ትክክለኛ ነው።,sa'aatiin kun sirrii dha.,General
ይህ ሰአት ኤሌክትሪክ ነው።,sa'aatiin kun elektirikiidha.,General
ይህ ካፖርት በደንብ ይስማማኛል.,kootiin kun akka gaariitti naaf simata.,Agriculture
ይህ ካፖርት ዝናብ የማይገባ ነው.,kootiin kun rooba kan hin dandeenyedha.,Agriculture
ይህ ውሂብ የተሳሳተ ነው።,daataan kun sirrii miti.,General
ይህ ውሳኔ የመጨረሻ ነው።,murteen kun kan dhumaa dha.,Government
ይህ ውሳኔ ውጤት አስገኝቱዋል።,murtoon kun buʼaa argamsiiseera.,Government
ይህ ጥሩ አይመስልም።,kun gaarii hin fakkaatu.,General
ይህ አሻንጉሊት ትልቅ አይኖች አሉት.,doolli kun ija gurguddaa qabdi.,General
ይህ ሞተር በደንብ ይሰራል.,mootorri kun akka gaariitti hojjeta.,Agriculture
ይህ ፈተና በጣም ቀላል ነው።,qormaanni kun baayyee salphaadha.,Education
ይህ ፋይል የተመሰጠረ ነው።,faayilli kun icciitii ta'ee jira.,General
ይህ አሣ ጣፋጭ ነው.,qurxummiin kun mi'aawaa dha.,General
ይህ አሣ የሚበላ አይደለም.,qurxummiin kun nyaatamuu hin danda'u.,General
ይህ ምግብ ጣፋጭ ነው.,nyaanni kun mi'aawaa dha.,General
ይህ ምግብ በጣም ጨዋማ ነው።,nyaanni kun garmalee soogidda qaba.,General
ይህ ምግብ ጤናማ አይደለም.,nyaanni kun fayya-dhabeessa.,Health/Medical
ይህ ጨዋታ ሱስ የሚያስይዝ ነው።,taphni kun araada namatti ta'a.,General
ይህ ሰው በጣም ሞቃት ነው.,gurbaan kun dhuguma ho'aa dha.,General
ይህ ተረጋግጧል።,kunis mirkanaa'eera.,General
ይህ ቤት የሚከራይ ነው።,manni kun kireeffama.,General
ይህ ቃለ መጠይቅ አልቁዋል።,gaaffii fi deebii kun dhumeera.,General
ይህ የቶም ኮምፒውተር ነው።,kun kompiitara toomii ti.,Education
ይህ የተለመደ ስህተት ነው።,kun dogoggora barame dha.,General
ይህ ነጻ አገር ነው።,kun biyya walaba taate.,General
ይህ ጥሩ ድርድር ነው።,kun daldala gaarii dha.,General
ይህ ታላቅ ቲዎሪ ነው።,kun yaada guddaadha.,General
ይህ ትንሽ ጨው ነው.,kun xiqqoo soogidda qaba.,General
ይህ የአካባቢ ባህል ነው።,kun aadaa naannoo ti.,General
ይህ ትልቅ ቀውስ ነው።,kun muddama guddaadha.,General
ይህ የህዝብ የባህር ዳርቻ ነው።,kun qarqara galaanaa ummataati.,General
ይህ ጸጥ ያለ መንገድ ነው።,kun daandii tasgabbaa'aa dha.,General
ይህ በጣም አሳሳቢ ጉዳይ ነው።,kun yaaddoo dhugaati.,General
ይህ የእንጨት ጠረጴዛ ነው.,kun minjaala mukaati.,General
ይህ ሁሉ እንግዳ ነገር ነው።,kun hundi akka malee ajaa'iba.,General
ይህ ሁሉ ያንተ ጥፋት ነው።,kun hundi badii keeti.,General
ይህ ደግሞ አስፈላጊ ነው.,kunis barbaachisaa dha.,General
ይህ አስጸያፊ ነው።,kun jibbisiisoodha.,General
ይህ ጥንታዊ ህግ ነው.,kun seera duriiti.,Government
ይህ መሻሻል ነው።,kun fooyya'iinsa.,General
ይህ መድልዎ ነው!,kun loogiidha!,General
ይህ በጣም ጥሩ ወይን ነው.,kun wayinii baay'ee gaarii dha.,General
ይህ እጅግ በጣም ከባድ ነው።,kun garmalee ulfaataadha.,General
ይህ ከአውስትራሊያ የመጣ ነው።,kun awustiraaliyaa irraati.,General
ይህ አሳፋሪ እየሆነ ነው።,kun nama rifachiisaa ta'aa jira.,General
ይህ በጣም ህገወጥ ነው።,kun seeraan alaa olaanaadha.,Government
ይህ በጣም ያልተለመደ ነው.,kun baayyee waan hin baratamnedha.,General
ይህ አይነት አሰልቺ ነው።,kun akka waan nuffisiisaa ta'eedha.,General
ይሄ የኔ ነው አይደል?,kun kan kooti mitiiree?,General
ይህ የበለጠ አስፈላጊ ነው.,kun caalaatti barbaachisaa dha.,General
ይህ የማንቂያ ሰአቴ ነው።,kun sa'aatii dammaqina kooti.,General
ይህች አያቴ ናት።,kun adaadaa kooti.,General
ይህ የእኔ ትርጉም ነው።,kun hiikkaa kooti.,General
ይህ የማንም ስህተት አይደለም።,kun badii eenyuu miti.,General
ይህ ለድርድር የማይቀርብ ነው።,kun kan hin mari’atamnedha.,General
ይህ Disneyland አይደለም.,kun diiznii laandii miti.,General
ይህ ሆስፒታል አይደለም.,kun hospitaala miti.,Health/Medical
ይህ አረፍተ ነገር አይደለም.,kun hima miti.,General
ይህ ለድርድር የሚቀርብ አይደለም።,kun kan mari’atamu miti.,General
ይህ በግልጽ የውሸት ነው።,kun soba ta'uun isaa ifaadha.,Agriculture
ይህ ቅድመ እይታ ብቻ ነው።,kun dursee ilaaluu qofa.,General
ይህ ከቁጥጥር ውጭ ነው።,kun to'annaa ala ta'eera.,Agriculture
ይህ በጣም ጽንፍ ነው።,kun baayyee garmaleedha.,General
ይህ በጣም አስደንጋጭ ነው።,kun baayyee nama rifachiisa.,Agriculture
ይህ በቀላሉ አስደናቂ ነው።,kun salphaatti ajaa'iba.,General
ይህ በጣም ምቹ ነው.,kun akka malee mijataa dha.,General
ይህ በጣም ተስፋ አስቆራጭ ነው።,kun akka malee nama mufachiisa.,General
ይህ ለዘላለም እየወሰደ ነው.,kun bara baraan fudhachaa jira.,General
ይህ የእንግዳ ማረፊያ ክፍል ነው.,kutaan keessummootaa kun.,Education
ይህ የመጨረሻው ገለባ ነው.,kun qoree isa dhumaa ti.,General
ይህ የመጨረሻው ባቡር ነው።,kun baabura isa dhumaa ti.,General
ትክክለኛው አለም ይህ ነው።,kun addunyaa dhugaati.,General
ይህ ተመሳሳይ ነገር ነው.,kun immoo kanuma.,General
ትክክለኛው ታሪክ ይህ ነው።,seenaa dhugaa kana.,Education
ይህ ፍፁም እብደት ነው።,kun guutummaatti maraatummaadha.,General
ይህ አጥጋቢ አይደለም።,kun quubsaa miti.,General
ይህ ፍፁም ከንቱነት ነው።,kun guutummaatti waanuma hin jirredha.,General
ይህ የአትክልት ሾርባ ነው.,kun soorata kuduraa ti.,Agriculture
ይህ በጣም አደገኛ ነው.,kun balaa guddaa qaba.,General
ይህ በጣም ብልህ ነው።,kun baayyee ogummaadha.,General
የሚሆነው ይህ ነው።,kun ta'a.,General
እሱ የሚኖርበት ቦታ ይህ ነው።,bakki inni jiraatu kana.,General
የምጠላው ለዚህ ነው።,kanaafidha kanin isa jibbu.,General
ይህ ማጥናት ተገቢ ነው.,kun qoratamuu qaba.,Education
ይህ የእርስዎ ማህበረሰብ ነው።,kun hawaasa keessan.,General
ይህ የእርስዎ ቤት አሁን ነው።,kun amma mana keessan.,General
ይህ የእርስዎ እድለኛ ቀን ነው።,guyyaan kun guyyaa carraa keessaniiti.,General
ይህ የራስህ ጥፋት ነው።,kun badii mataa keessaniiti.,General
ይህ መጥፎ ነገር አይደለም.,kun waan hamaa miti.,General
ይህ እስካሁን እርግጠኛ አይደለም።,kun ammallee mirkanaa'aa miti.,General
ይህ የእርስዎ ቢሮ አይደለም።,kun waajjira keessan miti.,Government
ይህ ሥራ ወደፊት የለውም.,hojiin kun egeree hin qabu.,General
ይህ ሥራ እየገደለኝ ነው።,hojiin kun na ajjeesaa jira.,General
ይህ ቀልድ አስቂኝ አይደለም.,qoosaan kun kan nama kofalchiisu miti.,General
ይህ ሀይቅ በጣም ጥልቅ ነው።,haroon kun baayyee gadi fagoodha.,General
ይህ መሬት ያንተ መሬት ነው።,lafti kun lafa keessan.,Agriculture
ይህ ደብዳቤ ለእርስዎ ነው።,xalayaan kun isiniif.,General
ይህ ወጥመድ ይመስላል።,kun kiyyoo fakkaata.,General
ይህ ስጋ መጥፎ ሆኗል.,foon kun hamaa ta'eera.,General
ይህ ስብሰባ አሰልቺ ነው።,walgahiin kun nama nuffisiisa.,Government
ይህ ወተት መጥፎ ሆኗል.,aannan kun hamaa ta'eera.,Agriculture
ይህ ወተት አስቂኝ ጣዕም አለው.,aannan kun dhamdhamni isaa nama kofalchiisa.,Agriculture
ይህ ሙዚቃ በጣም አስፈሪ ነው።,muuziqaan kun baayyee nama suukanneessa.,Education
ይህ የቶም ድመት መሆን አለበት.,kun saree toom ta'uu qaba.,General
ይህ ስህተት መሆን አለበት.,kun dogoggora ta'uu qaba.,General
ይህ ጋዜጣ ነፃ ነው።,gaazexaan kun bilisa.,General
ይህ ከአሁን በኹዋላ አስፈላጊ አይደለም.,kun kana booda dhimma hin qabu.,General
ይህ ጫጫታ የሚያበሳጭ ነው።,sagaleen kun nama aarsa.,General
ይሄኛው አሁንም በህይወት አለ።,inni kun ammallee lubbuun jira.,General
ይህ ቦታ ድንቅ ነው።,bakki kun fabulous dha.,General
ይህ እቅድ ምንም ጉድለቶች የሉትም.,karoorri kun mudaa hin qabu.,General
ይህ ሳህን ስንጥቅ አለው።,saanii kun caccabaa qaba.,General
ይህ ሳህን ንጹህ አይደለም።,saanii kun qulqulluu miti.,General
ይህ ቶምን ያስታውሰኛል.,kun toom na yaadachiisa.,General
ይህ እኔን ያስታውሰኛል.,kun si na yaadachiisa.,General
ይህ መንገድ አደገኛ ነው።,daandiin kun balaa qaba.,General
ይህ ክፍል በቀላሉ ይሞቃል.,kutaan kun salphaatti ho'a.,Education
ይህ ክፍል በጣም ሞቃት ነው.,kutaan kun baayyee ho'aadha.,Education
ይህ ክፍል የሰናፍጭ ሽታ አለው።,kutaan kun urgaa musty qaba.,Education
ይህ ሮዝ ውብ ነው.,rooziin kun bareedduudha.,General
ይህ ጫማ በደንብ ይስማማኛል.,kopheen kun akka gaariitti naaf simata.,Agriculture
