Amharic,Oromo,domain
ማጨስን እንድያቆም መከረችው እሱ ግን አልሰማትም።,"Tamboo xuuxuu akka dhiisu isa gorsite, inni garuu ishee hin dhaggeenye.",General
ቤተሰቧ በጣም ትልቅ ነው።,Maatiin ishee baay'ee guddaadha.,General
"ቶምን ታውቃለህ፧ ""እኔ አላምንም።""","Toom beektaa? ""Ani hin amanu.""",Agriculture
በዚህ አመት ዱባ ተክለዋል፧,Bara kana dabaaqula dhaabaniiru?,General
እውነት ነው ቶም ማንበብና መጻፍ አይችልም፧,Dhugaadha dubbisuu fi barreessuu hin danda'uu?,Religion
ሁኔታው ተለዋዋጭ ይመስላል።,Haalli jiru jijjiiramaa fakkaata.,General
ከሁሉ የተሻለው የጀግንነት ክፍል ነው።,kutaa gootummaa isa hundarra caaludha.,Education
አታጋንኑ።,Garmalee hin dubbatinaa.,General
ቶም ታማኝ ነው።,Toom amanamaa dha.,General
ትንሽ ተወሰድኩኝ።,Xiqqoo nan gowwoome.,General
ብዙ ችግሮች አሉብኝ።,Rakkoo baay'een qaba.,General
የቫን ጎግ ስራወችን መሰለ።,Hojiiwwan Vaan Goog fakkaate.,General
ስብሰባው እንድራዘም ሃሳብ አቀረብኩ።,Walgahiichi sana yeroo biraatti akka darbu yaada nan dhiheesse.,Government
የንስር ክንፎች ከአንድ ሜትር በላይ ናቸው።,Baalleen joobiraa meetira tokkoo dheerata.,General
ቤት እሰጥሃለሁ።,Mana siifan kenna.,General
እንድትገባ ከጎን ቆመ።,Akka isheen seentu cinaatti dhaabbate.,General
አስፈላጊ ክህሎቶች አሉወት።,Dandeettiiwwan barbaachisoo qabda.,General
የቶም ትክክለኛ ስም ማን ነው፧,Maqaan sirrii Toom eenyuudha?,General
ቶም እነሱ ከሚያስቡት በላይ በጣም ብልህ ነው።,Toom waan ati yaadan caalaa baay'ee qaroodha.,General
ቤቴን ለመሳል ምን ያህል ጊዜ የሚወስድ ይመስልወታል፧,Mana koo kaasuuf yeroo hammamii kan fudhatuu isiniitti fakkaataa?,Health/Medical
ቶም እውነቱን አወቀ።,Toom dhugaa jiru bare.,General
በፍጹም! ካሜራየን ረሳሁት።,Gonkuma! Kaameeraa koo nan dagadhe.,General
የእኔ እርሳስ የት ነው፧,Qubeessaan koo eessa jira?,Education
በጣም አደንቃለሁ።,Baay'een dinqisiifadha.,Agriculture
ለማህበረሰብ አገልግሎት ተፈርዶበታል።,Tajaajila hawaasaaf irratti murtaa'eera.,General
ቢላየ ጠርዙን አጥቷል።,Haaduun koo qarqara isaa dhabeera.,General
አሜሪካ ብዙውን ጊዜ እንደ መቅለጥ ድስት ትጠቀሳለች።,Ameerikaan yeroo baay'ee akka qodaa baqfamtutti eeramti.,General
ጁፒተር ፕላኔት ነው።,Juupitaar pilaaneetiidha.,General
የውድቀታችን ምክንያቶች የሚከተሉት ናቸው።,Sababoonni kufaatii keenyaa kanneen armaan gadiiti.,General
ከፈለግክ የተወሰነ ገንዘብ ላበድርህ እችላለሁ።,Yoo feete qarshii muraasa siif liqeessuu nan danda'a.,Business/Economy
ከእርስወ ሌላ ሁሉም ድርሰቶች ጥሩ ነበሩ።,"Barreeffamoonni hundi, kan keessaniin alatti, gaarii turan.",General
በመንገድ ላይ መጫወት አደገኛ ነው።,Daandii irratti taphachuun balaa qaba.,General
ፋብሪካወች ከምንጊዜውም በላይ እያመረቱ ነበር።,Warshaaleen yeroo kamiyyuu caalaa oomishaa turan.,Business/Economy
ቶም የጋብቻ ቀለበቱን አውልቆ ወደ ኩሬው ወረወረው።,Toom qubeellaa cidhaa isaa ofirraa baasee gara bishaan kuufamaa sanatti darbate.,Business/Economy
ቶም እና ማርያም እርስ በርሳቸው ተያዩ፣ እና በድንገት መሳሳም ጀመሩ።,"Toomii fi Maariyaam wal ilaalan, achiis akka tasaa wal dhungachuu jalqaban.",Religion
ይህ ጥንድ ጫማ ለረጅም ጊዜ እንደሚቆይ አስብ ነበር።,Kopheen kun yeroo dheeraaf akka turu nan yaadaan ture.,General
በተቻለ ፍጥነት ሮጥኩ።,Hamma danda'ametti saffisaan nan fiige.,General
ይህ ክዳን ለመክፈት በጣም ጥብቅ ነው።,Qadaaddoon kun banuuf baay'ee jabaataadha.,General
የአሳማ ስጋ ወይም የበሬ ስጋ ይፈልጋሉ፧,Foon loonii rookiin foon booyyee ni barbaaddaa?,Agriculture
ማንም አልጠየቀህም።,Namni si gaafate hin jiru.,General
ቀኑን አሸንፈዋል።,Guyyaa sana injifataniiru.,General
እርስወ እንደሚያውቁት ጽናት ለስኬት ቁልፍ ነው።,Akkuma isin beektaniitti ciminni furtuu milkaa'inaati.,General
አፍንጫየን ሰበረ።,Fuunyaan koo cabsite.,General
ወደ ውሃው ዘለው ገቡ።,Bishaan keessa utaalanii seenan.,General
ለምን አልሰራም፧,Maaliif hin hojjenne?,General
አጭር ማብራሪያ እፈልጋለሁ።,Ibsa gabaabaa nan barbaada.,General
የመዋኛ ገንዳወን ለመሙላት ምን ያህል ውሃ ያስፈልጋል፧,Puullii daakuu keessan guutuuf bishaan hammamtuu barbaachisa?,General
ይህ ለእርስወ ምን ያህል ከባድ እንደሆነ አውቃለሁ።,Kun isiniif hamman ulfaataa akka ta'ee nan beeka.,General
ያ ሰው የሚያውቀው ይመስላል።,Namichi sun waan beekuu fakkaata.,General
ወደ ኋላ አልተመለስኩም።,Gara duubatti hin deebine.,General
እዚህ መሆን እንዳለብህ እጠላለሁ።,As ta'uu akka qabdu nan jibba.,General
ከዚህ በኋላ ምንም ችግር የለውም።,Kana booda homaa rakkoo hin qabu.,General
የገባሁትን ቃል ባለመፈጸሜ አዝናለሁ።,Waadaa koo eegu dhabuu kootiif nan gadda.,General
ቶም በህይወት አለ፧,Toom lubbuun jiraa?,General
ጥሩ ስሜት አይሰማኝም። ወደ ቤት መሄድ አለብኝ።,Miirri gaariin natti hin dhaga'amu. Gara manaatti deemuun qaba.,General
ከእነሱ ጋር ለምግብ መገበያየት ያስፈልጋቸው ነበር።,Nyaataaf isaan waliin daldaluu qabu turan.,Business/Economy
ስሙ በከተማው ውስጥ ለሁሉም ሰው ይታወቃል።,Maqaan isaa nama magaalattii keessa jiru hundaan beeka.,General
ቲቪ ማየት የማይረባ ተግባር ነው።,TV ilaaluun gocha faayidaa hin qabneedha.,General
ስለ ቶም ብዙ ያስባሉ፧,Waa'ee Toomii baay'ee yaadduu?,General
ያ እውነት እንዳልሆነ ተስፋ አደርጋለሁ።,Sun dhugaa akka hin taane abdiin qaba.,Religion
ከዚህ አውቶብስ መውረድ ብቻ ነው የምፈልገው።,Otobusii kanarraa bu'uu qofan barbaada.,General
መሄድ የምትፈልግበት ቦታ አለ፧,Bakki ati deemuu barbaaddu jiraa?,General
አስራ ሁለት በሶስት የተከፈለ አራት ነው።,Kudha lama sadiitti hiramuun afur dha.,General
ወላጆቸ ወደዚያ እንድሄድ ፈቀዱልኝ።,Warri koo achi akkan deemu naaf hayyaman.,General
በሾርባ ውስጥ ተጨማሪ ጨው ይጨምሩ።,Soogidda dabalataa shoorbaa keessatti dabalaa.,General
ቶም ጥሩ ጓደኛ ነው።,Toom hiriyyaa gaarii dha.,General
በጉንጭህ ላይ ያንን ጭረት ከየት አመጣው፧,Maddii kee irratti godaannisa sana eessaa argattee?,General
በምሽት ብዙ ቡና መጠጣት የለብወትም።,Galgala buna baay'ee dhuguu hin qabdan.,Agriculture
ይህን ሶፍትዌር በማጠናቀር ላይ አንዳንድ ችግሮች እያጋጠሙኝ ነው።,Software kana qindeessuu irratti rakkoon tokko tokko na mudachaa jira.,General
ለምን አላገባህም፧,Maaliif hin fuunee?,General
እዚህ ለሁለት ቀናት እቆያለሁ።,Guyyaa lamaaf asan tura.,General
ቦርሳህ ከእኔ ጋር ይመሳሰላል።,Borsaan kee kan koo wajjin wal fakkaata.,General
በመጨረሻም ሊያደርገው ያሰበውን አሳክቷል።,Dhumarrattis waan hojjechuuf yaade galmaan ga'eera.,General
ስምህን መጻፍ ስትማር ስንት አመትህ ነበር፧,Yeroo maqaa kee barreessuu barattu umriin kee meeqa ture?,Agriculture
እንድረዳት ትፈልጋለች።,Akkan ishee gargaaru barbaaddi.,General
ቶም ማርያምን የበለጠ መውደድ ጀመረ።,Toom Maariyaam caalaatti jaallachuu jalqabe.,Religion
ጃፓን ምን ይሆናል፧,Jaappaan maal ta'a?,General
አንድ ጠርሙስ ወይን ስጠኝ።,Wayinii qaruuraa tokko naaf kenni.,General
ቶም በጥቁር መዝገብ ውስጥ ገብቷል።,Toom galmee gurraacha keessa galeera.,General
ሁሉም ቲቪ እየተመለከቱ ነው።,Hundi isaanii TV ilaalaa jiru.,General
የእኔ ስልክ ቁጥር ይኸውና,Lakkoofsi bilbilaa koo kunooti.,General
አልፈልግህም አላልኩም።,Ani si hin barbaadu hin jenne.,General
እስከ ድርድርወ መጨረሻ ድረስ መኖርወን ማረጋገጥ እፈልጋለሁ።,Hanga dhuma walgaltee keessaniitti akka jirtan mirkaneeffachuun barbaada.,General
ቶም አይነክሳችሁም።,Toom isin hin ciniinu.,General
ስለራሱ ማውራት ይወዳል።,Waa'ee ofiisaa dubbachuu ni jaallata.,General
አማልክት የሉም።,Waaqooliin hin jiran.,General
የሚወዱት ቁጥር ምንድነው፧,Lakkoofsi isin jaallattan maalidha?,General
የሆነ ጣፋጭ ነገር ሙድ ውስጥ ነኝ።,Miira waan mi'aawaa tokkoo keessan jira.,General
ቲቪ ነው።,TV dha.,General
አንድ ቋንቋ በቂ አይደለም።,Afaan tokko gahaa miti.,Education
ያ አደጋ ነው።,Sun balaadha.,General
ቡና አስተካክልልሃለሁ።,Buna siifan sirreessa.,Government
እዚህ ተንኮለኛ የሚሆንበት ቦታ ነው።,Kunoo bakka itti gowwoomsaa ta'u.,General
መጠነኛ የልብ ድካም ነበረበት።,Dhukkuba onnee salphaa qaba ture.,Health/Medical
አባቴ አስተዋይ ነው።,Abbaan koo beekaa dha.,Religion
ቶም እዚህ መሆኔን እንኳ አያውቅም ነበር።,Toom akkan as jirullee hin beeku ture.,General
ሃብታም ብሆን እጓዛለሁ።,Osoon sooressa ta'ee nan imala.,General
አሁን ልነግራት አልችልም። አሁን ያን ያህል ቀላል አይደለም።,Amma isheetti himuu hin danda'u. Amma hangas salphaa miti.,General
ምን ይደርስባታል፧,Maaltu ishee mudata?,General
እንግሊዘኛ መናገር ብትችል ፍጹም ትሆናለህ።,Osoo Afaan Ingiliffaa qofa dubbachuu dandeessee mudaa kan hin qabne taata.,General
ሴቶች በትክክል ወደ እኔ እየወረወሩ አይደሉም።,Dubartoonni sirriitti natti darbachaa hin jiran.,General
ስለዚያ በጣም ጥሩ ነገር አይታየኝም።,Kanaaf wanti baay'ee gaarii ta'ee natti hin mul'atu.,General
በመንገድ ላይ ሌላ ማንም አልነበረም።,Karaa irratti kan biraa homtuu hin turre.,General
ቶም ማርያም ለምን በቦስተን እንደቆየች አሰበ።,Toom Maariyaam maaliif Booston keessa akka turte yaade.,Religion
ለጥቂት ሰአታት ዘግይቻለሁ።,Sa'aatii muraasaaf harkifadheera.,General
እንደማንኛውም ሰው መብት አለህ።,Atis akkuma nama kaani mirga qabda.,Government
ጓደኛሞች ብቻ እንደሆናችሁ ነግረኸኝ ነበር።,Hiriyyoota qofa akka taatan natti himtee turte.,General
ሃላፊነቶቸን አውቃለሁ።,Itti gaafatamummaa koo nan beeka.,General
አለባበሱ የጨዋ ሰው ነው ንግግሩ እና ባህሪው ግን የክብር ልብስ ነው።,"Uffanni isaa kan nama gaarii ta'us, haasaa fi amala isaa garuu uffata kabajaati.",Business/Economy
ትንሽ ኩባንያ ይፈልጋሉ፧,Dhaabbata xiqqoo ni barbaadduu?,Business/Economy
በበረዶ ውስጥ ይንበረከኩ ነበር።,Cabbii keessatti ni jilbeeffatuu turan.,General
ትንሽ ተሸክሜያለሁ።,Xiqqoo baadgeera.,General
አጠገቡ ትኖር ነበር።,Duraan naannoo isaa jiraachaa turte.,General
ይህን ማድረግ ጊዜ ማባከን ነው።,Kana gochuun yeroo qisaasesuudha.,General
ሯጭ ነች።,Isheen fiigduudha.,General
ቤተ ክርስቲያን እዘምራለሁ።,Mana kiristaanaatti nan faarfadha.,Religion
ማጨስ በጤንነትወ ላይ ተጽእኖ ያሳድራል።,Tamboo xuuxuun fayyaa keessan irratti dhiibbaa qaba.,General
እባኮትን ስለሱ የምታውቁትን ንገሩኝ።,Maaloo waa'ee isaa waan beektan natti himaa.,General
በወር አንድ ጊዜ ወደ ቦስተን እሄዳለሁ።,Ji'atti al tokko gara Booston nan deema.,General
ተቃዋሚውን አስገረመው።,Morkataa isaa ajaa'ibsiise.,Government
የትኛውን ይመርጣሉ፧,Isa kam filatu?,General
የቤት ኪራይ መክፈል አለብኝ።,Kiraa manaa kaffaluun qaba.,General
በጣም ጥሩ ንግግር ነበር።,Sun haasaa baay'ee gaarii ture.,General
ቶም ትምህርት አቆመ።,Toom barumsa dhiise.,Education
ፎቶግራፍ አንስቸ ነበር።,Suuraan kaaseen ture.,General
እንኳን ደስ አለህ ብየ አምናለሁ።,Baga gammaddee jedheen amana.,General
ረጋ ያለ ንፋስ እየነፈሰ ነው።,Qilleensi lallaafaan qilleensa'a jira.,General
ታሪኳ እውነት ሆነ።,Seenaan ishee dhugaadha.,Religion
በሮቹ ተከፈቱ።,Balbaloonni ni banaman.,General
ያገለገሉ መኪናወችን ትሸጣላችሁ አይደል፧,Konkolaattoota fayyadamte ni gurgurtuu mitii?,General
ሁሉም ሰው ደስተኛ ሊሆን አይችልም።,Namni hundi gammadaa ta'uu hin danda'u.,General
አሳ ዛሬ ርካሽ ነው።,Qurxummiin har'a gatii salphaadha.,General
ወደ ጅም ሄድኩ።,Gara jimiitti nan deeme.,General
ላገኝህ በጉጉት ስጠባበቅ ነበር።,Si arguuf hawwii guddaan eeggachaan ture.,General
ሻይ ወይም ሌላ ነገር ይፈልጋሉ፧,Shaayii yookiin waan akkasii ni barbaaddaa?,Agriculture
ቡናው በጣም ሞቃት ስለነበር መጠጣት አልቻልኩም።,Bunni sun baay'ee ho'aa waan tureef dhuguu hin dandeenye.,Agriculture
የምፈልገውን ታውቃለህ፧,Waanan barbaadu beektaa?,General
ይህ መድሃኒት ምንም የጎንዮሽ ጉዳት የለውም።,Qorichi kun miidhaa cinaa tokkollee hin qabu.,Health/Medical
ቶም ይሞታል፧,Toom ni du'aa?,General
እኔ እንድህ ያለ ጥሩ ቅናሽ አለመቀበሏ አስገርሞኛል።,Dhiyeessii gaarii akkasii diduun ishee na ajaa'ibsiiseera.,General
ያንን ማድረግ አልነበረብንም። ስህተት ነበር።,Sana gochuu hin qabnu turre. Dogoggora ture.,General
ሃሳብህ አይታየኝም።,Yaadni kee natti hin mul'atu.,General
ታድያ የት ነበርክ፧,Egaa eessa turtee?,General
ይህ አሰልች ነው።,Kun nuffisiisaa dha.,General
የተሻለ ይገባኛል።,Kan caaluu naaf mala.,General
ምን ልታደርገው ነው፧,Maal gochuuf deemta?,General
የህንጻው መዋቅራዊነት ተበላሽቷል።,Qulqullinni caasaa gamoo kanaa balaadhaaf saaxilameera.,General
ጎበዝ ተማሪ ነህ።,Ati barataa cimaa dha.,Education
አረንጓደ ካባ ለብሳለች።,Uffata magariisa uffatteetti.,General
እንደዚህ መቀጠል አይችሉም።,Akkasitti itti fufuu hin danda'aan.,General
ዛሬ ማታ ከቶም ጋር እየተገናኘሁ ነው።,Halkan kana Toom waliin wal argaan jira.,Religion
ይህ እውነት መሆኑን እናውቃለን።,Kun dhugaa ta'uu isaa ni beekna.,Religion
መቸኮል አለብኝ!,Ariifachuun qaba!,General
ቶም ሶስት በርጩማወች ራቅ ብሎ ባር ላይ ተቀምጦ ቢራ እየጠጣ ነበር።,Toom mana dhugaatii teessuma sadii fagaatu taa'ee biiraa dhugaa ture.,General
ይህንን እስከ ሰኞ ማጠናቀቅ አንችልም።,Kana hanga wixataatti xumuruu hin dandeenyu.,General
የቶም የተሰበረ ክንድ ለመፈወስ ብዙ ሳምንታት ፈጅቷል።,Harki Toom inni cabe fayyuuf torban hedduu itti fudhateera.,General
እድል እውር ነው።,Carraan jaamaadha.,General
ለእርጅናየ ገንዘብ እያጠራቀምኩ ነው።,Dulluma kootiif qarshii qusachaan jira.,Business/Economy
የሙቀት መጠኑን በየቀኑ እመዘግባለሁ።,Guyyaa guyyaan hamma ho'aa nan galmeessa.,General
ቶም መቁሰሉን ነገረኝ።,Toom akka madaa'e natti hime.,General
ዛሬ ለሽርሽር በጣም ቀዝቃዛ ነው።,Har'a bashannanaaf baay'ee dilallaa'aadha.,General
ቶም እሱን እንድረዳው አልፈቀደልኝም።,Toom akkan isa gargaaru naaf hin hayyamne.,General
"በልተሃል፧ ""አወ አለኝ።""","Ati nyaattee jirtaa? ""Eeyyee, qaba.""",General
ቶም ፈረንሳይኛ ተማረ።,Toom Afaan Faransaayii barate.,General
በጎዳናወች ላይ በመቶወች የሚቆጠሩ ሰወች ነበሩ።,Namoonni dhibbaan lakkaa'aman daandii irratti turan.,General
ለማየት የጠበኩት የመጨረሻው ሰው እሱ ነበር።,Nama isa dhumaa nan arga jedhee eege isa ture.,General
አንች ካየኋቸው በጣም ቆንጆ ሴት ነሽ።,Ati dubartii ani arge keessaa ishee bareedduudha.,General
አንድ ወንድም አለኝ።,Obboleessa tokko nan qaba.,General
የጓደኛየ መኪና በእጀ አለ።,Konkolaataa hiriyyaa koo harka koorra jira.,General
ስለ ጃፓን ኢኮኖሚ ምን ያስባሉ፧,Waa'ee dinagdee Jaappaan maal jettu?,Business/Economy
ኮፍያየን አውልቄላችኋለሁ።,Barneexaa koo isiniif baaseera.,Business/Economy
ሰወች አሁንም ፈርተዋል።,Namoonni ammallee sodaataniiru.,General
ብዙ ገንዘብ እንዳለኝ ተናግሯል።,Maallaqa hedduu akkan qabu dubbateera.,Business/Economy
እሷን ማስደሰት እፈልጋለሁ።,Ishee gammachiisuu nan barbaada.,General
ይህ መንገድ የተሻለ ነው።,Kun karaa wayyaadha.,General
ስለ ውጤትህ ላናግርህ እፈልጋለሁ።,Waa'ee qabxii kee si waliin haasa'uun nan barbaada.,Education
ወደ ገበያ እንሄዳለን።,Gara gabaa ni deemna.,Business/Economy
ወደ አመጋገብ ብትሄድ የሚሻል ይመስለኛል።,Gara sorannaattii yoo deemne waan wayyuu natti fakkaata.,General
እንድህ ያለውን ነገር ለመናገር በጣም ተናዶ መሆን አለበት።,Waan akkanaa dubbachuuf baay'ee aaruu qaba.,General
ቶም የሚያደርገው ይህንኑ ነው።,Toom kan godhuu kanuma.,General
ቶም በፍጥነት ከቢሮው ወጣ።,Toom waajjira isaa keessaa ariitiin ba'e.,Government
ጀርመን በአንድ ወቅት ከጣሊያን ጋር ተባብራ ነበር።,Jarmaniin yeroo tokko Xaaliyaanii waliin michuu turte.,General
በኋላ ላይ አዝዣለሁ።,Booda irratti ajajeera.,General
በመኪና ደረሰች።,Konkolaataadhaan na qaqabe.,General
እሱ እንደ ወንድሜ ቁመት አለው።,Innis akkuma obboleessa koo dheerina qaba.,General
ሊቅ ነኝ ብሎ ያስባል።,Ani beekaadha jedhee yaada.,General
ወደ ኮንሰርቱ መሄድ ፈልጌ ነበር።,Konsartii sana dhaquun barbaadeen ture.,General
መግዛት የሚፈልጉት ነገር አለ፧,Wanti bitachuu barbaaddan jiraa?,General
በሌሊት አይሰሩም።,Halkaniin hin hojjetan.,General
ፎጣውን ለመጣል ዝግጁ ነኝ።,Fooxaa sana gatuuf qophiidha.,General
በዚህ ውስጥ ቀልዱን የማየው እኔ ብቻ ነኝ፧,Kana keessatti qoosaa isaa kanan argu ana qofaadha?,General
እንደዚያ ማድረግ እንደምችል አስባለሁ።,Akkas gochuu akkan danda'uu nan yaada.,Health/Medical
እነዚህን ችግሮች ለመፍታት ምን አይነት ለውጦች ያስፈልጋሉ፧,Rakkoolee kana furuuf jijjiiramoota akkamiitu barbaachisuu?,General
የሰው ልጅ ከመሰረታዊ ስሜቶች አንዱ ነው።,Ilmi namaa miirawwan bu'uuraa keessa isa tokkoodha.,General
ክሬድት ካርዶችን አንወስድም።,Kaardiiwwan liqii hin fudhannu.,General
አንድ የሻገተ ዳቦ ጠረጴዛው ላይ ተኛ።,Daabboon samee tokko minjaala irra ciise.,General
አስቸኳይ ነው።,Ariifachiisaa dha.,General
መላእክቶች ለመርገጥ በሚፈሩበት ቦታ ሞኞች ይሮጣሉ።,Gowwoonni bakka ergamoonni tarkaanfachuu sodaatan irratti ni fiigu.,General
አሳውቅሃለሁ።,Siin beeksisa.,General
ስኳሽ እጫወታለሁ።,Iskuwaashii nan taphadha.,General
ምን እያሰብኩ ነበር፧,Maal yaadaan ture?,General
የትራፊክ ጫጫታ በእንቅልፍየ ላይ ጣልቃ ገባ።,Sagaleen tiraafikaa hirriba koo gidduu seene.,General
ጸጉር አስተካካዩ የጸጉር ማበጠሪያ ሰጠው።,Namichi rifeensa sirreessuu filaa rifeensaa itti kenne.,General
ሎተሪ የማሸነፍ እድሉ ለማንም ጠባብ ነው።,Carraan lootarii mo'achuu eenyunaafuu dhiphaadha.,General
ያንን እንዳላደረግክ አውቃለሁ።,Akkas akka hin goone nan beeka.,General
በአጋጣሚ የሚባል ነገር የለም።,Akka tasaa wanti jedhamu hin jiru.,General
ቶም በእውነቱ በራሱ ተረድቷል።,Dhugumatti Toom ofuma isaatiin hubateera.,General
ለአንተ አንድ ነው።,Tokkoof tokko dha.,General
የንፋሱን አቅጣጫ መቀየር አልችልም፣ ነገር ግን ሁልጊዜ መድረሻየ ለመድረስ ሸራየን ማስተካከል እችላለሁ።,"Kallattii qilleensaa jijjiiruu hin dandaʼu, garuu yeroo hunda bakkan deemu akkan gaʼuuf kanfaasi koo sirreessuu nan dandaʼa.",General
በትንሽ ከተማ ውስጥ መኖር እፈልጋለሁ።,Magaalaa xiqqoo keessa jiraachuun barbaada.,General
ቶም ተለዋዋጭ መሆኑን አውቃለሁ።,Toom jijjiiramaa ta'uu isaa nan beeka.,General
ቶም ለማርያም እንደማይነግራት አውቃለሁ።,Toom Maariyaamitti akka hin himne nan beeka.,Religion
ይቅርታ፣ መሄድ አለብኝ።,"Dhiifama, deemuun qaba.",Religion
ቀለበቴን መልሸ ማግኘት እችላለሁ፧,Qubeellaa koo deebisee argachuu nan danda'aa?,General
ቶም በመጨረሻ ማወቅ ያለብኝን አንድ ነገር ነገረኝ።,Toom dhuma irratti waanan beekuu qabu tokko natti hime.,General
ገዳይ ሊሆን ይችላል።,Du'aaf kan nama saaxilu ta'uu danda'a.,General
መኪናው ቆመ።,Konkolaatichi ni dhaabbate.,General
ብእርህ የትኛው ነው፧,Qalamni kee isa kami?,General
ለመብላት ጣፋጭ ነገር እፈልጋለሁ።,Nyaacguuf waan mi'aawaa nan barbaada.,General
በእነዚያ ጉብኝቶች ተደስቶ ነበር።,Daawwannaawwan sanatti gammadee ture.,General
በዜናው የተገረመ መሰለው።,Oduu kanaan waan ajaa'ibsiifate itti fakkaate.,General
አሁንም በስራ ላይ ነው።,Ammallee hojii irra jira.,General
ለመንቃት ጊዜው አሁን ነው።,Yeroon itti dammaqnu amma.,General
ወፍራም ጭጋግ ነበር።,Huurri furdaan ture.,General
ይህን ማድረጉ እብደት ነው።,Kana gochuun isaa maraatummaa ta'a.,General
ለምንድነው ሁሉም አሪፍ ነገሮች በአንተ ላይ የሚደርሱት፧,Wantoonni gaggaariin hundi maaliif si mudatu?,General
በስብሰባው ላይ እንዳትናገር ተጠየቀች።,Walgahicha irratti akka hin dubbanne gaafatamte.,Government
ምናልባት እስክትሞት ድረስ ለመኖር የሚያስችል በቂ ገንዘብ ይኖርህ ይሆናል።,Tarii hanga duututti jiraachuuf maallaqa gahaa ni qabdaa ta'a.,Religion
ይህን ስራ እጠላዋለሁ።,Hojii kana nan jibba.,General
በምትኩ ብስክሌት ገዛሁ።,Bakka isaa biskileetii nan bite.,General
ትናንት አስራ አምስተኛ ልደቷን አክብራለች።,Kaleessa guyyaa dhaloota ishee waggaa kudha shan kabajjeetti.,General
በክፍሉ ውስጥ ካሉት ሁሉ ጋር ተግባቢ ነው።,Namoota kutaa isaa keessa jiran hunda waliin michuudha.,General
እውነቱን እንድናገር ትፈልጋለህ፧,Dhugaa jiru akkan dubbadhu barbaaddaa?,General
ይህንን ማረጋገጥ አለብን።,Kana mirkaneessuu qabna.,General
ትኩስ ቸኮሌት እንድኖረኝ እፈልጋለሁ።,Chokoleetii ho'aa akkan qabaadhuu nan barbaada.,General
ማግባት አልፈለኩም፣ ነገር ግን ወላጆቸ በጣም ይፈልጉኝ ነበር፣ ስለዚህ አገባሁ።,"Ani gaaʼela godhachuu hin barbaanne, garuu warri koo baayʼee waan na barbaadaniif, kanaaf nan fuudhe.",General
እሁድ እሄዳለሁ።,Dilbata nan deema.,General
እባክህ ስምህን ጻፍ።,Maaloo maqaa kee barreessi.,General
ይህን ጉዳይ ከምሳ በኋላ እንውሰደው።,Dhimma kana laaqana booda haa fudhannu.,General
ቶም ሽቦውን ቆርጦ ቦምቡን ፈታው።,Toom shiboo sana kutee boombii sana ni hiike.,General
እንደዚያ መቆም የምችል ይመስለኛል።,Akka sana dhaabbachuu Waanan danda'uu natti fakkaata.,General
እንቅስቃሴውን ሁለተኛ አደርጋለሁ።,Sosochii sana lammaffaa nan godha.,General
የእኔ ክሬድት ካርድ ከፍ ያለ ነው።,Kaardii liqii koo olaanaadha.,General
እዚያ እንደማገኛት ህልም አልነበረኝም።,Achitti akkan ishee argadhuu abjoodhee hin beeku.,General
እውነቱን የሚያውቁት ጥቂት ሰወች ብቻ ነበሩ።,Dhugaa jiru namoota muraasa qofatu beeka ture.,General
ዳግመኛ ላናግርህ አልፈልግም።,Kana booda gonkumaa si waliin haasa'uu hin barbaadu.,General
ከተማ መግባት አለብኝ።,Magaalaa seenuun qaba.,General
ትናንት እዚያ ነበር።,Kaleessa achi ture.,General
ዶክተሩ የሩሲተስ በሽታ እንዳለባት ይናገራል።,Doktarichi dhukkubni ruusiitasii akka isa qabe ni dubbata.,Health/Medical
በማለዳ የማደርገው የመጀመሪያው ነገር ነው።,Waan jalqabaa kan ani ganama hojjedhudha.,Government
ትናንት ሃሙስ ነበር።,Kaleessa Kamisa ture.,General
ከአንድ እስከ አስር ይቁጠሩ።,Tokko irraa hanga kudhanitti lakkaa'a.,General
ይህንን ልትጠቀም ነው፧,Kana fayyadamuuf jirtaa?,General
ቁልፉን ቦርሳዋ ውስጥ አስቀመጠች።,Furtuu sana boorsaa ishee keessa galchite.,General
ይህን አንድ ጊዜ ብቻ ነው የምናገረው።,Kana yeroo tokko qofan dubbadha.,General
እንናፍቀወታለን።,Isin yaadna.,General
ምንም ተጨማሪ ውይይት አያስፈልግም።,Mariin dabalataa homaayyuu hin barbaachisu.,General
ሁሉም ነገር በቦታው ነበር።,Wanti hundi bakka isaatti ture.,General
ስንት ሰአት ቀረው፧,Sa'aatii meeqatu hafe?,General
ባለበት ነህ።,Ati abbaa manaati.,General
በብርድ እየተንቀጠቀጠች ነበር።,Isheen qorraa hollachaa turte.,Business/Economy
ቶም የሚባል አንድ ሰው እየፈለገህ ነው አለ።,Gurbaan Toom jedhamu tokko si barbaada jira jedhe.,General
ለሃብቷ ሁሉ ደስተኛ አይደለችም።,Qabeenya ishee hundaaf gammachuu hin qabdu.,General
ቶም ጠባብ ትከሻወች አሉት።,Toom gateetti dhiphoo qaba.,General
አሁን ስለዚህ ጉዳይ ማሰብ አልችልም።,Amma waa'ee kanaa yaaduu hin danda'u.,General
